log_time,steering_angle_enable,steering_angle,target_acceleration_enable,target_acceleration,indicator_left_enable,indicator_left,indicator_right_enable,indicator_right,gear_position_enable,gear_position,ebrake_status_enable,ebrake_status,lane_change,timestamp,mqtt_send_timestamp
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156028
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156038
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156048
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156058
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156068
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156078
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156088
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156098
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156108
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156118
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156128
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156138
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156148
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156158
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156168
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156178
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156188
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156198
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156208
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156218
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156228
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156238
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156248
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156258
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156268
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156278
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156288
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156298
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156308
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156318
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156328
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156338
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156348
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156358
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156368
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156378
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156388
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156398
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156408
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156418
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156428
15:02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756710156438
